CUSTOMER_0000025,Eva,Williams,1987-11-03,wrightcaleb@example.org,603-71-3771,0,400,2023-01-10 00:39:41,VERIFIED
CUSTOMER_0000026,David,Davis,1984-02-14,adrianzimmerman@example.org,235-09-0515,1,950,2023-01-02 20:14:42,PENDING
CUSTOMER_0000027,Carol,Brown,1988-12-09,chad34@example.net,498-28-8835,1,950,2023-01-01 11:05:40,PENDING
CUSTOMER_0000028,Henry,Smith,1977-04-04,jenniferkhan@example.net,485-32-7750,0,600,2023-01-02 05:38:19,REJECTED
CUSTOMER_0000029,Carol,Davis,1980-07-20,glee@example.net,442-46-6940,1,1100,2023-01-08 07:19:42,REJECTED
CUSTOMER_0000030,Eva,Garcia,1993-11-09,uowens@example.org,690-84-1613,1,1200,2023-01-09 08:56:33,VERIFIED
CUSTOMER_0000031,David,Jones,1995-02-13,powellmatthew@example.org,255-25-3117,0,400,2023-01-09 05:12:48,PENDING
CUSTOMER_0000032,Alice,Garcia,1993-09-13,ltaylor@example.com,474-32-1236,0,500,2023-01-03 16:24:08,REJECTED
CUSTOMER_0000033,Eva,Jones,1981-12-28,jmorton@example.org,052-84-8857,1,600,2023-01-02 06:57:26,VERIFIED
CUSTOMER_0000034,Irene,Martinez,1977-12-10,novaksara@example.org,171-53-7957,1,200,2023-01-01 13:17:54,PENDING
CUSTOMER_0000035,Jack,Martinez,1979-06-23,zlewis@example.org,169-49-0036,1,300,2023-01-06 05:48:41,PENDING
CUSTOMER_0000036,Bob,Smith,1984-07-02,ybaker@example.com,293-55-9106,1,1100,2023-01-06 21:31:50,VERIFIED
CUSTOMER_0000037,Eva,Lopez,1993-04-25,smoore@example.org,060-75-8884,1,1100,2023-01-03 06:05:16,PENDING
CUSTOMER_0000038,Carol,Lopez,1988-09-25,adkinsbrian@example.net,489-65-8702,0,1200,2023-01-05 04:20:38,PENDING
CUSTOMER_0000039,Alice,Jones,1994-11-14,brianromero@example.org,071-77-1114,1,1200,2023-01-07 12:54:56,PENDING
CUSTOMER_0000040,Irene,Smith,1977-04-08,richarddavid@example.net,253-75-9741,0,500,2023-01-02 19:55:10,REJECTED
CUSTOMER_0000041,Carol,Miller,1989-08-20,harveyrobert@example.net,579-67-5184,1,400,2023-01-08 05:38:03,REJECTED
CUSTOMER_0000042,David,Williams,1990-10-07,james53@example.com,406-17-4916,0,500,2023-01-06 04:16:51,PENDING
CUSTOMER_0000043,Grace,Williams,1982-11-02,wstewart@example.org,010-59-9225,0,200,2023-01-01 11:42:47,VERIFIED
CUSTOMER_0000044,Grace,Miller,1977-12-27,jonesjason@example.com,136-45-1128,1,500,2023-01-04 14:14:42,PENDING
CUSTOMER_0000045,Jack,Martinez,1981-03-23,mikemoore@example.net,721-39-8667,1,800,2023-01-07 23:13:25,REJECTED
CUSTOMER_0000046,David,Lopez,1993-11-05,contrerasangela@example.net,107-18-4334,0,1200,2023-01-08 02:32:22,VERIFIED
CUSTOMER_0000047,Jack,Johnson,1978-10-04,prestonjulia@example.org,279-37-9910,1,600,2023-01-10 09:14:40,REJECTED
CUSTOMER_0000048,Bob,Williams,1980-06-20,jenniferharris@example.net,874-34-8281,0,500,2023-01-09 01:44:06,VERIFIED
CUSTOMER_0000049,Frank,Williams,1994-09-21,dking@example.org,650-55-4534,1,400,2023-01-04 17:35:20,PENDING
CUSTOMER_0000050,Alice,Garcia,1990-01-13,smithkellie@example.net,269-21-7240,0,800,2023-01-06 17:41:38,REJECTED
CUSTOMER_0000051,Henry,Miller,1978-04-03,hhoffman@example.org,708-20-8939,1,600,2023-01-03 04:24:54,REJECTED
CUSTOMER_0000052,Alice,Brown,1988-02-20,davenportbrandi@example.org,441-17-0686,1,800,2023-01-05 02:47:12,VERIFIED
CUSTOMER_0000053,Irene,Garcia,1995-01-18,michael05@example.org,699-32-1685,1,1500,2023-01-09 15:39:58,PENDING
CUSTOMER_0000054,Grace,Brown,1988-04-20,kimberly69@example.net,159-31-2663,0,300,2023-01-08 21:46:50,REJECTED
CUSTOMER_0000055,Bob,Lopez,1979-05-23,nicolejohnson@example.net,341-53-4066,0,600,2023-01-06 09:05:22,PENDING
CUSTOMER_0000056,Bob,Lopez,1993-04-17,erik16@example.org,880-61-3645,0,600,2023-01-10 07:06:03,PENDING
CUSTOMER_0000057,Carol,Garcia,1978-03-03,lisastevens@example.com,841-30-3653,1,1200,2023-01-07 02:05:54,PENDING
CUSTOMER_0000058,Bob,Lopez,1983-08-03,kellerraymond@example.com,886-09-4574,1,1100,2023-01-04 03:17:31,PENDING
CUSTOMER_0000059,Alice,Johnson,1983-02-09,darlene68@example.com,029-15-4280,1,1200,2023-01-04 18:18:03,VERIFIED
CUSTOMER_0000060,Grace,Brown,1994-09-01,beverlyterrell@example.org,112-77-7120,1,200,2023-01-02 18:35:44,VERIFIED
CUSTOMER_0000061,Bob,Lopez,1981-09-12,jessica56@example.net,524-15-6312,1,950,2023-01-05 13:41:19,REJECTED
CUSTOMER_0000062,Henry,Jones,1987-03-20,jonathanfletcher@example.org,533-69-3229,1,600,2023-01-03 16:21:52,VERIFIED
CUSTOMER_0000063,Alice,Jones,1987-05-29,ryan59@example.com,680-16-4921,0,950,2023-01-10 02:32:57,REJECTED
CUSTOMER_0000064,Henry,Johnson,1985-06-02,elizabeth56@example.net,303-71-2086,1,400,2023-01-05 09:10:39,REJECTED
CUSTOMER_0000065,David,Martinez,1991-11-21,robertbentley@example.net,767-23-9325,0,950,2023-01-09 11:14:47,VERIFIED
CUSTOMER_0000066,David,Davis,1988-03-06,richard04@example.com,216-56-9503,1,300,2023-01-05 23:26:02,REJECTED
CUSTOMER_0000067,Henry,Johnson,1988-07-05,steven73@example.net,485-95-2781,1,950,2023-01-01 09:07:05,VERIFIED
CUSTOMER_0000068,Carol,Jones,1988-10-02,campbellelizabeth@example.net,344-12-3849,0,1500,2023-01-06 17:40:46,VERIFIED
CUSTOMER_0000069,Grace,Miller,1993-07-19,jeffrey32@example.org,048-32-7785,0,1100,2023-01-03 10:25:34,REJECTED
CUSTOMER_0000070,Alice,Miller,1989-12-10,gibsonolivia@example.net,200-92-6292,0,1200,2023-01-10 11:47:05,PENDING
CUSTOMER_0000071,Grace,Williams,1980-03-18,jross@example.net,705-01-1747,1,1200,2023-01-07 03:23:36,REJECTED
CUSTOMER_0000072,Irene,Smith,1985-01-15,zrobinson@example.net,531-60-0823,0,950,2023-01-10 02:14:00,REJECTED
CUSTOMER_0000073,David,Brown,1979-01-20,samanthamartinez@example.org,821-60-8703,0,1200,2023-01-10 11:44:03,PENDING
CUSTOMER_0000074,Henry,Williams,1993-10-12,stephanie79@example.net,517-55-8977,0,950,2023-01-01 23:37:37,REJECTED
CUSTOMER_0000075,Carol,Martinez,1985-12-25,vmerritt@example.com,461-34-4051,1,300,2023-01-07 19:42:12,REJECTED
CUSTOMER_0000076,Frank,Lopez,1985-09-02,katie87@example.net,245-36-7207,0,1100,2023-01-07 12:01:38,VERIFIED
CUSTOMER_0000077,Irene,Miller,1979-04-25,reevesjimmy@example.com,328-70-1321,0,300,2023-01-04 12:29:42,PENDING
CUSTOMER_0000078,Irene,Williams,1993-03-09,edwardreyes@example.org,724-28-1053,1,400,2023-01-04 16:58:56,VERIFIED
CUSTOMER_0000079,Alice,Williams,1981-11-02,irussell@example.com,426-08-3389,1,600,2023-01-02 08:28:11,PENDING
CUSTOMER_0000080,Bob,Brown,1979-03-04,xprice@example.net,713-03-9433,0,1200,2023-01-06 07:43:18,VERIFIED
CUSTOMER_0000081,Frank,Jones,1980-05-20,wwoods@example.com,772-50-6866,0,1500,2023-01-08 11:07:31,REJECTED
CUSTOMER_0000082,Alice,Martinez,1988-08-28,tracynelson@example.com,030-50-5508,1,1200,2023-01-05 15:27:25,VERIFIED
CUSTOMER_0000083,Henry,Martinez,1994-06-28,dramsey@example.org,638-69-0442,1,1100,2023-01-08 00:04:21,REJECTED
CUSTOMER_0000084,Irene,Jones,1981-11-12,qvargas@example.org,086-83-7023,1,1200,2023-01-05 10:54:17,REJECTED
CUSTOMER_0000085,Grace,Jones,1979-06-13,michellewhite@example.com,389-42-3468,0,200,2023-01-08 22:14:43,REJECTED
CUSTOMER_0000086,Alice,Brown,1988-05-27,wmurphy@example.com,285-97-6907,0,1200,2023-01-06 13:50:33,PENDING
CUSTOMER_0000087,Irene,Johnson,1981-07-31,mary70@example.net,553-07-5734,1,500,2023-01-05 08:12:02,VERIFIED
CUSTOMER_0000088,Henry,Brown,1992-08-11,debraharrington@example.net,042-97-0509,0,300,2023-01-02 08:51:24,VERIFIED
CUSTOMER_0000089,Alice,Miller,1983-08-05,jamessmith@example.org,245-17-7759,1,1200,2023-01-09 06:50:14,PENDING
CUSTOMER_0000090,Henry,Lopez,1980-03-20,elliottjeffery@example.net,263-99-6044,0,400,2023-01-04 06:28:52,PENDING
CUSTOMER_0000091,Eva,Johnson,1980-08-19,catherinestuart@example.net,118-21-5097,1,500,2023-01-05 20:26:54,PENDING
CUSTOMER_0000092,Grace,Lopez,1991-11-09,lanesarah@example.net,694-49-6499,1,600,2023-01-05 03:35:47,PENDING
CUSTOMER_0000093,Frank,Lopez,1988-08-28,charlesvaughn@example.net,249-14-4942,0,200,2023-01-06 04:32:02,REJECTED
CUSTOMER_0000094,Bob,Miller,1994-05-17,hoganashlee@example.org,356-69-7019,0,800,2023-01-05 00:50:32,REJECTED
CUSTOMER_0000095,Grace,Johnson,1988-06-09,casey50@example.com,843-63-1730,0,1500,2023-01-06 13:46:26,REJECTED
CUSTOMER_0000096,David,Miller,1983-05-26,oyu@example.com,725-20-7136,1,300,2023-01-07 07:46:53,PENDING
CUSTOMER_0000097,Eva,Brown,1994-05-01,jessicasheppard@example.com,631-69-7922,1,800,2023-01-03 12:18:12,REJECTED
CUSTOMER_0000098,Frank,Davis,1989-07-23,ugraham@example.net,275-42-4023,0,950,2023-01-07 05:49:43,VERIFIED
CUSTOMER_0000099,Eva,Garcia,1981-10-06,ramirezshannon@example.com,584-79-6210,1,500,2023-01-02 10:14:32,VERIFIED
CUSTOMER_0000100,Irene,Williams,1986-03-02,anthony52@example.com,218-46-4233,1,400,2023-01-05 10:58:57,PENDING
